business_name,address,phone,website,types,source_town,source_categories,rating,reviews,place_id,lat,lng
Istanbul Kebabs & Turkish Bakery (Halal Food),"189 York St, Albany WA 6330, Australia",(08) 9847 4961,http://www.istanbulkebabs.com.au/,"establishment,food,point_of_interest,restaurant",Albany,takeaway food,3.9,783,ChIJxZE7rignOSoR6o-zG0S3tA0,-35.024369,117.883403
Dispensary Café,"16 Pioneer Rd, Centennial Park WA 6330, Australia",(08) 9892 0488,http://dispensarycafe.net.au/,"cafe,establishment,food,point_of_interest",Albany,takeaway food,4.9,21,ChIJibttVQYhOSoR65IFdOHuPS0,-35.008785,117.8725073
Red Rooster Albany,"3/87 Lockyer Ave, Albany WA 6330, Australia",(08) 9841 2033,https://www.redrooster.com.au/locations/albany/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=plcid_10208585194887809873,"establishment,food,point_of_interest,restaurant",Albany,takeaway food,3.4,335,ChIJe7OcNDkhOSoRJA1-1jR6FTQ,-35.0173632,117.8836995
Zambrero Albany,"342 Albany Hwy, Orana WA 6330, Australia",0468 486 246,https://www.zambrero.com.au/,"establishment,food,point_of_interest,restaurant",Albany,takeaway food,4.1,268,ChIJqaWxt-IhOSoRFfJ_SGX9Yt0,-35.0026024,117.865616
Espresso One,"9 Albany Hwy, Albany WA 6330, Australia",(08) 9842 5754,,"cafe,establishment,food,point_of_interest",Albany,takeaway food,4.7,181,ChIJ25G4LPgnOSoRcrNjGsqaZFo,-35.0210711,117.8828716
Hungry Jack's Burgers Albany,"13 Lockyer Ave, Albany WA 6330, Australia",(08) 6834 8801,https://www.hungryjacks.com.au/find-us/albany,"establishment,food,meal_takeaway,point_of_interest,restaurant",Albany,takeaway food,3.2,853,ChIJ9ZevViknOSoR0Xw2hsY0CBs,-35.020101,117.8833035
Chicken Treat Albany,"183 Albany Hwy, Mount Melville WA 6330, Australia",(08) 9842 1133,https://www.chickentreat.com.au/locations/albany?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_term=plcid_3123828102615591455,"establishment,food,meal_takeaway,point_of_interest,restaurant",Albany,takeaway food,3.9,378,ChIJKYAjHSshOSoRYuws_SdhE3s,-35.0151736,117.8747572
KFC Albany,"19 Lockyer Ave, Albany WA 6330, Australia",(08) 9841 7350,https://www.kfc.com.au/restaurants/kfc-albany/6330?utm_source=google&utm_medium=organic&utm_campaign=GMB&utm_content=61K9901,"establishment,food,meal_takeaway,point_of_interest,restaurant",Albany,takeaway food,3.4,781,ChIJHYv6uCwnOSoR69_04EkjfQ0,-35.0198411,117.8834555
Turkish Kitchen,"926 Albany Hwy, East Victoria Park WA 6101, Australia",(08) 9470 2235,https://aumaps.me/turkish-kitchen-304076-au,"cafe,establishment,food,meal_takeaway,point_of_interest,restaurant",Albany,takeaway food,4.6,896,ChIJhWqRqoC7MioRZ2ur4Gbl9fw,-31.98821209999999,115.9056004
Triple A's Tea Albany,"shop 16/302-324 Middleton Rd, Albany WA 6330, Australia",0434 493 311,http://facebook.com/tripleatea.albany,"cafe,establishment,food,point_of_interest",Albany,takeaway food,4.4,32,ChIJf8D-kpcnOSoRFPAm7k4pA8I,-35.0190756,117.8845404
Taxi Stand Coffee Bar,"150 Stirling Terrace, Albany WA 6330, Australia",,,"establishment,food,point_of_interest,store",Albany,takeaway food,4.7,118,ChIJo91WB3QnOSoRM6FBgoFjTL0,-35.0267855,117.8839569
Lockyer Avenue Lunchbar,"109b Lockyer Ave, Centennial Park WA 6330, Australia",0458 680 071,,"cafe,establishment,food,point_of_interest",Albany,takeaway food,4.6,23,ChIJCdSh8GsnOSoRlc0j8ZlfcQ4,-35.0158603,117.8842436
Domino's Pizza Albany (WA),"319-331 Albany Hwy, Albany WA 6330, Australia",(08) 6820 2720,https://www.dominos.com.au/?utm_source=google&utm_medium=local&utm_campaign=yext,"establishment,food,meal_delivery,meal_takeaway,point_of_interest,restaurant",Albany,takeaway food,3.8,464,ChIJhcKJqDwhOSoRH9Cp3I7VBkg,-35.0044815,117.8656942
Jo-Joe's Dial-A-Pizza & Kebab,"362 Middleton Rd, Albany WA 6330, Australia",(08) 9842 6000,,"establishment,food,meal_delivery,point_of_interest,restaurant",Albany,takeaway food,4.6,562,ChIJRXymUiknOSoREazPvhebhvc,-35.0205156,117.883978
Noodler's Noodle Bar,"191 York St, Albany WA 6330, Australia",(08) 9842 1815,http://www.dancinwok.com.au/,"establishment,food,meal_takeaway,point_of_interest,restaurant",Albany,takeaway food,3.6,259,ChIJ6f_XsSgnOSoRYUxUdcZ1hSo,-35.024283,117.883386
Free Range Chef,"42d Sanford Rd, Centennial Park WA 6330, Australia",,https://www.facebook.com/freerangechefalbany/about/,"bakery,establishment,food,point_of_interest,store",Albany,takeaway food,5,6,ChIJNac1JQAhOSoRdpjgnsNwzlg,-35.0136389,117.8820321
McDonald's Albany,"90-106 Albany Hwy, Albany WA 6330, Australia",(08) 9842 8834,https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=wa&utm_term=mcdonalds%20albany,"cafe,establishment,food,meal_takeaway,point_of_interest,restaurant,store",Albany,takeaway food,3.5,1375,ChIJB885TSonOSoRgt4S8Giz_-4,-35.0187306,117.8808201
Last Jar Wholefoods,"1 Albany Hwy, Albany WA 6330, Australia",(08) 6835 2001,,"establishment,food,grocery_or_supermarket,health,point_of_interest,store",Albany,takeaway food,5,25,ChIJAcU0_gInOSoRNtw4-ts-LEo,-35.0212238,117.8830086
Nooodling,"1382 Albany Hwy, Cannington WA 6107, Australia",0406 877 333,,"establishment,food,point_of_interest,restaurant",Albany,takeaway food,4.6,522,ChIJ29go8yy8MioRI5rJzt062A0,-32.0207354,115.9393775
Jing's Chinese Wok,"57/59 Lockyer Ave, Centennial Park WA 6330, Australia",(08) 9841 4534,https://aumaps.me/batters-fish-and-chips-181057-au,"establishment,food,meal_takeaway,point_of_interest,restaurant",Albany,takeaway food,4.3,232,ChIJ4WyN9SsnOSoR_McWVerLCzs,-35.0190038,117.8835599
Royale Patisserie,"97 Cockburn Rd, Centennial Park WA 6330, Australia",(08) 9842 8860,https://royalepatisserie.com.au/,"bakery,establishment,food,point_of_interest,store",Albany,takeaway food,4.2,264,ChIJN0xK2SwnOSoRAizF6hMai4A,-35.0151274,117.8865529
WA Chinese Café & Restaurant,"27 Peels Pl, Albany WA 6330, Australia",(08) 9842 8881,https://facebook.com/pages/WA-Chinese-Cafe/177513202294557,"establishment,food,meal_takeaway,point_of_interest,restaurant",Albany,takeaway food,3.9,391,ChIJjT354CUnOSoR_gbh1nSoKtY,-35.0259668,117.8840521
Royals Football & Sporting Club,"156 Lockyer Ave, Centennial Park WA 6330, Australia",0473 672 617,,"establishment,point_of_interest",Albany,sporting clubs,5,1,ChIJP228N3YhOSoR3CQGQTqP7yQ,-35.0120635,117.8876617
North Albany Football Club,"Collingwood Park, 88 Troode St, Collingwood Park WA 6330, Australia",0428 629 027,http://www.nafsc.com.au/,"bar,establishment,point_of_interest",Albany,sporting clubs,4.4,38,ChIJG1yWH6wgOSoR580hoiwkMi0,-35.0014009,117.9178734
Emu Point Sport & Community Centre,"2 Birss St, Emu Point WA 6330, Australia",(08) 9844 1156,https://www.emupointsportingclub.net/,"bar,establishment,food,point_of_interest,restaurant",Albany,sporting clubs,4.3,33,ChIJjU--4UzfOCoRketIdlFN5P0,-34.9984207,117.9404144
Albany Athletics Club,"143 North Rd, Centennial Park WA 6330, Australia",,http://albanyathletics.com.au/,"establishment,point_of_interest",Albany,sporting clubs,4.7,3,ChIJ4yePA8ghOSoRlFZAiHOjJ40,-35.0093054,117.8813695
Albany Pickleball Club,"133 Brunswick Rd, Albany WA 6330, Australia",,,"establishment,point_of_interest",Albany,sporting clubs,5,1,ChIJiTuaJwAnOSoRAgpUi22ny3w,-35.0306767,117.8924934
Albany Sea Dragons Rugby League & Sporting Club,"Mira Mar WA 6330, Australia",0466 607 870,https://www.facebook.com/albanyseadragons/,"establishment,point_of_interest",Albany,sporting clubs,3.8,10,ChIJXzqFFgohOSoR78wt2ypeW5g,-35.0130819,117.8924262
Albany Sharks Football Club,"Centennial Stadium, 156 Lockyer Ave, Albany WA 6330, Australia",,https://albanysharksfc.com.au/,"establishment,point_of_interest",Albany,sporting clubs,4,5,ChIJE3nrviwnOSoRXjGGoE_IZAo,-35.0122985,117.8878631
Albany Tennis Club,"49 North Rd, Centennial Park WA 6330, Australia",,https://play.tennis.com.au/albanytennisclub,"establishment,point_of_interest",Albany,sporting clubs,4,1,ChIJY2oFWQAhOSoRXXgzC2sSQ38,-35.0125665,117.8911706
Railways Football Club,"Centennial Park WA 6330, Australia",(08) 9841 4522,https://www.railwaysfootballclubalbany.com.au/,"establishment,point_of_interest",Albany,sporting clubs,4.1,14,ChIJ9cnCzN0hOSoR9QS6GvbIpws,-35.0124657,117.8843155
Albany Indoor Sports Centre,"81 Cockburn Rd, Centennial Park WA 6330, Australia",(08) 9841 0222,https://www.albanyindoorsports.org.au/,"establishment,point_of_interest",Albany,sporting clubs,5,2,ChIJxS4wVQMnOSoRNEztL6trGuQ,-35.0145937,117.8886008
Albany Leisure and Aquatic Centre,"52/70 Barker Rd, Centennial Park WA 6330, Australia",(08) 6820 3400,http://www.albanyleisurecentre.com.au/,"establishment,gym,health,point_of_interest",Albany,sporting clubs,4.2,326,ChIJ7f-OBNYgOSoR7qqDElLD2TQ,-35.0105072,117.8787356
Bolt Athletic,"1/484 Albany Hwy, Victoria Park WA 6100, Australia",0427 039 443,http://skillathleticperth.com.au/,"establishment,point_of_interest",Albany,sporting clubs,4.9,85,ChIJoyjszXe7MioRPQD2DrXSDxM,-31.9764377,115.8986926
Albany Golf Course,"2 Barry Ct, Collingwood Park WA 6330, Australia",(08) 9844 8433,http://www.albanygolfclub.com.au/,"establishment,point_of_interest",Albany,sporting clubs,4.6,118,ChIJlR35KVcnOSoRgDyJBzn2AA8,-35.0069389,117.9254913
Albany Cricket & Soccer Pavilion,"North Rd, Yakamia WA 6330, Australia",,,"establishment,point_of_interest",Albany,sporting clubs,4,2,ChIJzTQDjQQhOSoR1x9DRHkvMsA,-35.0078252,117.8783597
Cannington Snooker Lounge,"1326 Albany Hwy, Cannington WA 6107, Australia",(08) 9128 8888,https://canningtonsnooker.com.au/,"establishment,point_of_interest",Albany,sporting clubs,5,1,ChIJAQ-G6yO9MioRavnDiK27r5c,-32.0164245,115.9330287
Albany Club,"The Albany Club, 23 Aberdeen St, Albany WA 6330, Australia",(08) 9841 1004,,"establishment,point_of_interest",Albany,sporting clubs,4.7,20,ChIJD_UP8iUnOSoRNDYElnmJ-rQ,-35.0250282,117.8848724
Albany PCYC,"77 Sanford Rd, Albany WA 6330, Australia",(08) 9842 1716,http://www.wapcyc.com.au/,"establishment,gym,health,point_of_interest",Albany,sporting clubs,4.3,7,ChIJdaguFNQgOSoRGGQSZ4AM_Y8,-35.0104944,117.8821157
Summit Gymnastics Academy,"88 Cockburn Rd, Centennial Park WA 6330, Australia",,https://www.facebook.com/profile.php?id=61578130915830,"establishment,point_of_interest",Albany,sporting clubs,5,1,ChIJkZO7BAAnOSoR8iQGWrYf6CE,-35.01444,117.8879261
Extreme Cheer Allstars,"1967 Albany Hwy, Maddington WA 6107, Australia",0417 470 604,http://www.extremecheerallstars.com/,"establishment,point_of_interest",Albany,sporting clubs,4.3,35,ChIJewB3DH6-MioRe1xyGYXwUJA,-32.0551783,115.9883022
Albany Swim Club,"52-70 Barker Rd, Centennial Park WA 6330, Australia",,,"establishment,point_of_interest",Albany,sporting clubs,3,2,ChIJFYfyGdYgOSoRnoAOPpOOpx4,-35.0098963,117.8786795
Lower Great Southern Hockey Association,"Barker Rd, Albany WA 6330, Australia",0429 130 953,http://www.lgshockey.asn.au/,"establishment,point_of_interest",Albany,sporting clubs,4.3,15,ChIJ4wAj0ikhOSoRQD88zlqsqlo,-35.0090748,117.8776194
Albany Mountain Bike Club,"Sanford Rd, Centennial Park WA 6330, Australia",,https://albanymtb.com.au/,"establishment,point_of_interest",Albany,sporting clubs,,,ChIJrV1thQwhOSoRAS_SniFQtcU,-35.0115577,117.8821094
Albany Agricultural Society Inc,"88 Cockburn Rd, Centennial Park WA 6330, Australia",(08) 9841 4003,http://albanyshow.org.au/,"establishment,point_of_interest",Albany,sporting clubs,4.6,25,ChIJPRerltIgOSoRSeRh3ueY0RM,-35.0144992,117.88783
Merrifield Park Tennis Club,"Little Oxford St, Albany WA 6330, Australia",0427 832 244,,"establishment,point_of_interest",Albany,sporting clubs,3,2,ChIJ-Xxye0IhOSoRyID2VeIemXE,-35.0033257,117.8466703
Great Southern Academy of Sport,"22 Collie St, Albany WA 6330, Australia",0498 759 937,https://www.gsaswa.org.au/,"establishment,health,point_of_interest",Albany,sporting clubs,,,ChIJNa-IkHEnOSoRfxR8xBdu3jg,-35.0263154,117.8823249
Middleton Beach Bowling Club,"25 Garden St, Middleton Beach WA 6330, Australia",(08) 9841 2503,http://midbeachbc.clubs.bowlslink.com.au/,"establishment,point_of_interest",Albany,sporting clubs,4.5,19,ChIJYzDsYkMnOSoRleU9q1ps4TM,-35.0232315,117.9107589
Retravision Stadium & Function Centre,"156 Lockyer Ave, Centennial Park WA 6330, Australia",0436 307 247,http://www.retravisionstadium.com.au/,"establishment,point_of_interest",Albany,sporting clubs,4.5,102,ChIJFXZC3NIgOSoRX_SnY-6_ASs,-35.0118865,117.8877029
Starkick All Abilities Football,"Symers St, Albany WA 6330, Australia",,,"establishment,point_of_interest",Albany,sporting clubs,,,ChIJpYqsfpUnOSoRk_CYZ7DGdBQ,-35.0149927,117.8896747
Albany Classic,"Town Square, 227 York St, Albany WA 6330, Australia",,http://www.albanyclassic.com/,"establishment,point_of_interest",Albany,sporting clubs,4.6,31,ChIJWdOo1ygnOSoR4BlWnnbm8BI,-35.0234065,117.8826906
Albany Volleyball Association,"Albany WA 6331, Australia",,http://www.albanyvolleyball.com.au/,"establishment,point_of_interest",Albany,sporting clubs,,,ChIJqacOAtYgOSoRbjtHzmf0JIc,-35.0104036,117.878744
ALBANY ROLLER DERBY LEAGUE,"57 Barker Rd, Albany WA 6330, Australia",,http://albanyrollerderby.com.au/,"establishment,point_of_interest",Albany,sporting clubs,1,1,ChIJoec_jk8hOSoRB0-QsKj1tZg,-35.0108174,117.8778055
Maylands Sport and Recreation Club,"50 Clarkson Rd, Maylands WA 6051, Australia",0437 260 105,https://www.maylandssportandrec.com.au/,"establishment,point_of_interest",Albany,sporting clubs,4.4,62,ChIJeYokQbK7MioRKtvDq5lyUpc,-31.9483078,115.9126827
Swan Italian Sporting Club,"9 Francis St, Middle Swan WA 6056, Australia",(08) 9274 1509,http://www.swanitaliansportingclub.com.au/contact-us/,"establishment,point_of_interest",Albany,sporting clubs,4.4,109,ChIJszVqV4u3MioRvVwgu_nghM4,-31.8755382,116.0157662
Mutenup / Foundation Park,"35 Parade St, Albany WA 6330, Australia",,,"establishment,park,point_of_interest,tourist_attraction",Albany,sporting clubs,4.4,116,ChIJm5554icnOSoR_MY8LVM3Dj4,-35.0260712,117.8789784
European Football Academy,"North Rd, Centennial Park WA 6330, Australia",0422 190 459,https://www.efa-albany.com.au/,"establishment,point_of_interest",Albany,sporting clubs,,,ChIJrYE70zwnOSoRxfAguv6Oy54,-35.0154099,117.8849593
Starkick All Abilities - Albany SDJFA,"156/144 Lockyer Ave, Albany WA 6330, Australia",,https://www.playhq.com/afl/org/albany-auskick-centre/6e354d0a/register,"establishment,point_of_interest",Albany,sporting clubs,,,ChIJK9e3G94hOSoRjTkWRFuwQmQ,-35.01231569999999,117.8877865
Tennis courts,"113 Brunswick Rd, Albany WA 6330, Australia",,,"establishment,point_of_interest",Albany,sporting clubs,4.8,12,ChIJ_ZIBAz0nOSoRWr9jd0fgEiw,-35.0295372,117.8919525
Albany Skate and BMX Park,"77 Sanford Rd, Centennial Park WA 6330, Australia",,,"establishment,point_of_interest",Albany,sporting clubs,4.5,47,ChIJT64KO9QgOSoRdajCpXdiIdQ,-35.0120097,117.8816576
Sbg Western Australia,"33 Albany Hwy, Albany WA 6330, Australia",0427 414 564,http://www.sbgwesternaustralia.com/,"establishment,health,point_of_interest",Albany,sporting clubs,5,24,ChIJlQv9ek4nOSoR-Iuaf_PcHcY,-35.020651,117.8822413
OnCourt Tennis,"Western Pavilion, 88 Cockburn Rd, Centennial Park WA 6330, Australia",0484 232 810,https://www.oncourttennis.com.au/,"establishment,point_of_interest",Albany,sporting clubs,,,ChIJl63iVWgnOSoR9SeGuPijLE8,-35.01444,117.8879386
Gosnells Bowling Club,"2271 Albany Hwy, Gosnells WA 6110, Australia",(08) 9398 2491,http://www.gosnells.bowls.com.au/,"establishment,point_of_interest",Albany,sporting clubs,4.6,100,ChIJQ2IG0wyVMioRWvPcujBT7pg,-32.07276,116.00245
Ocean Reef Sea Sports Club,"3 Boat Hbr Quays, Ocean Reef WA 6027, Australia",(08) 9401 8800,http://www.orssc.asn.au/,"establishment,point_of_interest",Albany,sporting clubs,4.5,242,ChIJ59VbdsZUzSsRBiiVb_IO7Wk,-31.7605163,115.7265653
AMAFHHA Sports,"1131C Albany Hwy, Bentley WA 6102, Australia",0452 214 213,http://amafhha.au/,"establishment,point_of_interest,store",Albany,sporting clubs,4.9,220,ChIJqwNvN0u9MioR2ibHoeoI8LA,-32.0015346,115.9184148
South Coast Sports Medicine,"47 Cockburn Rd, Albany WA 6330, Australia",(08) 9841 7363,https://scsportsmed.com.au/,"establishment,health,physiotherapist,point_of_interest",Albany,sporting clubs,4.9,64,ChIJG_YjFyohOSoR0u3w2vPQw7c,-35.0156033,117.8922396
Athletics West,"Aisle 8, Level 1, Shirley Strickland Grandstand Herb Elliot Drive via, Stephenson Ave, Mount Claremont WA 6010, Australia",(08) 6272 0480,http://www.athleticswest.com.au/,"establishment,point_of_interest",Albany,sporting clubs,3.8,17,ChIJsT7yAaClMioR2GjDk9gmoC8,-31.9503105,115.7827026
Great Southern Netball Region,"22 Collie St, Albany WA 6330, Australia",(08) 9892 0161,,"establishment,point_of_interest",Albany,sporting clubs,,,ChIJOc4IPyYnOSoRP4jFJ4tzVq8,-35.0263046,117.882285
Just Move Albany,"132 Albany Hwy, Albany WA 6330, Australia",0438 212 822,,"establishment,gym,health,point_of_interest",Albany,sporting clubs,4.7,15,ChIJq6rOri4nOSoRpkLjy3bAX44,-35.0180936,117.8797901
The West Australian Marathon Club,"1 Camfield Dr, Burswood WA 6100, Australia",(08) 9472 4833,https://www.wamc.org.au/,"establishment,point_of_interest",Albany,sporting clubs,4.5,32,ChIJYb874g67MioRlRbyZfGM9HA,-31.9591185,115.8909243
Albany Martial Arts WA,"Albany Senior Citizens Hall, 122 Grey Street, Albany WA 6330, Australia",(08) 9275 7878,https://www.firsttkd.net/,"establishment,gym,health,point_of_interest",Albany,sporting clubs,5,4,ChIJZb86xygnOSoRZplA6WXl1DQ,-35.02371,117.88284
IGA Albany,"100 York St, Albany WA 6330, Australia",(08) 9842 1020,https://www.iga.com.au/?utm_source=google&utm_medium=organic&utm_campaign=Google+My+Business&utm_content=IGA+Albany&utm_term=plcid_4302144662101001561,"convenience_store,establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",Albany,supermarkets and convenience stores,4.2,756,ChIJr2nrfCYnOSoRdORdI24EVUw,-35.0273919,117.8841007
North Road IGA,"216-218 North Rd, Albany WA 6330, Australia",(08) 9841 2444,https://www.iga.com.au/?utm_source=google&utm_medium=organic&utm_campaign=Google+My+Business&utm_content=North+Road+IGA+-+Albany&utm_term=plcid_7885784246388458506,"establishment,food,grocery_or_supermarket,point_of_interest,shopping_mall,store,supermarket",Albany,supermarkets and convenience stores,4.2,509,ChIJqeduXSYhOSoRhAJsKyQDpVs,-35.005035,117.873692
Coles Albany,"Albany Plaza Shopping Centre, 38/56 Albany Hwy, Albany WA 6330, Australia",(08) 9841 2544,http://www.coles.com.au/find-stores/coles/wa/albany-364,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",Albany,supermarkets and convenience stores,4.1,527,ChIJh1tO5isnOSoRgIB_wEGEQno,-35.0198767,117.8824714
Chester Pass Mall,"Corner Chester Pass and Catalina Roads, Albany WA 6330, Australia",(08) 6375 6000,https://retail.centuria.com.au/retail-centre/chester-pass-mall/,"establishment,point_of_interest,shopping_mall",Albany,supermarkets and convenience stores,4.1,736,ChIJEeqtLRwhOSoRbMB8d1GK6l8,-34.9903244,117.8769002
Woolworths Albany Dog Rock,"302 Middleton Rd, Albany WA 6330, Australia",(08) 6819 6602,https://www.woolworths.com.au/shop/storelocator/wa-albany-4374?utm_source=google&utm_medium=organic&utm_campaign=googleplaces&utm_content=woolworths_supermarkets_4374,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",Albany,supermarkets and convenience stores,4.1,511,ChIJwfGeFCwnOSoRmsdOkgzXiYc,-35.019129,117.8844551
ALDI,"70-80 Albany Hwy, Albany WA 6330, Australia",13 25 34,https://www.aldi.com.au/storelocator/l/albany/70-80-albany-highway/g586,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",Albany,supermarkets and convenience stores,4.2,207,ChIJD6z1DgInOSoRtNRzxQ6cbbk,-35.01812,117.8816
IGA Spencer Park,"1 Hardie Rd, Spencer Park WA 6330, Australia",(08) 9841 1155,https://www.iga.com.au/?utm_source=google&utm_medium=organic&utm_campaign=Google+My+Business&utm_content=IGA+Spencer+Park+-+Albany&utm_term=plcid_5132071903925727078,"establishment,food,grocery_or_supermarket,point_of_interest,store",Albany,supermarkets and convenience stores,3.9,378,ChIJcySXussgOSoRFdr88dkApcA,-35.0073784,117.8986568
Bentley Plaza,"1140 Albany Hwy, Bentley WA 6102, Australia",(08) 9458 4336,http://www.bentleyplaza.com.au/,"establishment,point_of_interest,shopping_mall",Albany,supermarkets and convenience stores,4,3462,ChIJk9q1Jmu8MioRq9CJ3sPAhaI,-32.0015145,115.9208274
IGA,"860 Albany Hwy, East Victoria Park WA 6100, Australia",(08) 9470 2344,http://iga.com.au/,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",Albany,supermarkets and convenience stores,4,541,ChIJsRkSGoG7MioRuVWnl8XmN1k,-31.9848821,115.9036516
Victoria Park Central,"366 Albany Hwy, Victoria Park WA 6100, Australia",(08) 9275 0430,http://www.vicparkcentral.com.au/,"establishment,food,grocery_or_supermarket,health,parking,pharmacy,point_of_interest,shopping_mall,store",Albany,supermarkets and convenience stores,4,1307,ChIJl2r033W7MioRcBVSKz3wzaw,-31.9739219,115.8972651
Manning Super Market,"3/5 Mallard Way, Cannington WA 6107, Australia",(08) 9451 7640,http://manningsupermarket.com/,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",Albany,supermarkets and convenience stores,4.3,427,ChIJCXsYTEO8MioRLmqCqrY4w1E,-32.0134168,115.9282641
T & M Fresh,"1382 Albany Hwy, Cannington WA 6107, Australia",0430 459 446,,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",Albany,supermarkets and convenience stores,2.7,35,ChIJrSZuyi28MioRIOng7fJd8kY,-32.0178519,115.9373034
Joy Mall Supermarket Park Center,"Shop 1/789 Albany Hwy, East Victoria Park WA 6101, Australia",0404 669 988,,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",Albany,supermarkets and convenience stores,3.3,52,ChIJj9tx2EG7MioRQ46VG1s7BaI,-31.9850128,115.9015599
Yin Seng Oriental Merchant,"13/1140 Albany Hwy, Bentley WA 6102, Australia",,,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",Albany,supermarkets and convenience stores,4.5,57,ChIJk_oZdmu8MioRxdSE3LVtLuo,-32.0016189,115.9205665
Kongs Oriental Supermarket,"784 Albany Hwy, East Victoria Park WA 6101, Australia",(08) 9362 2817,,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",Albany,supermarkets and convenience stores,4.5,708,ChIJzV5yLIK7MioR3HmtmyLi9Rk,-31.9830275,115.9023741
North Road Shopping Centre,"216-218 North Rd, Yakamia WA 6330, Australia",(08) 9842 2121,,"establishment,point_of_interest,shopping_mall",Albany,supermarkets and convenience stores,4.1,643,ChIJNeZVTyYhOSoRsHmLBzn2AA8,-35.0051201,117.8740904
Coles Albany (Orana),"Albany Hwy, Orana WA 6330, Australia",(08) 6819 7100,http://www.coles.com.au/find-stores/coles/wa/orana-478,"establishment,food,grocery_or_supermarket,point_of_interest,store,supermarket",Albany,supermarkets and convenience stores,4.3,695,ChIJw2WbGhQhOSoRpmWKlDwVQuY,-34.993706,117.8555473
SANDY HOOK TAVERN,"9 Andrew St, Esperance WA 6450, Australia",(08) 9076 1238,http://www.sandyhooktavern.com.au/,"establishment,food,point_of_interest,restaurant",Esperance,"restaurants,pubs and bars,cafes,takeaway food",4,127,ChIJxyhhagBHWyoRIF4ovAGkfn4,-33.86147,121.89291
The Quarters,"1 Taylor St, Esperance WA 6450, Australia",0457 232 039,https://thequartersesperance.com.au/,"bar,cafe,establishment,food,point_of_interest,restaurant,store",Esperance,"restaurants,pubs and bars,cafes,takeaway food",4.1,943,ChIJZRmRpFFHWyoRCG6FXU6sM4s,-33.8662729,121.8942205
33 Degrees Esperance,"51 The Esplanade, Esperance WA 6450, Australia",0436 302 195,http://www.33degreesesp.com.au/,"bar,establishment,point_of_interest",Esperance,"restaurants,pubs and bars,sporting clubs",4.2,648,ChIJx3mvBlBHWyoRpTNzepmQDZo,-33.8625192,121.8928452
Eljays Restaurant,"32 The Esplanade, Esperance WA 6450, Australia",(08) 9071 9000,https://comfortinnbayofisles.com.au/eljays-restuarant/,"establishment,food,point_of_interest,restaurant",Esperance,"restaurants,cafes",4.2,143,ChIJ92JwD1ZHWyoR6TIElZUSjB4,-33.8588066,121.895668
The Pier Hotel,"47 The Esplanade, Esperance WA 6450, Australia",(08) 9071 1777,https://www.opentable.com.au/r/the-pier-hotel-reservations-esperance?restref=212669&lang=en-AU&ot_source=Restaurant%20website,"bar,establishment,food,liquor_store,night_club,point_of_interest,restaurant,store",Esperance,"restaurants,pubs and bars,cafes,sporting clubs",4.1,1268,ChIJJfAq91ZHWyoR8etfIfgQ4Hk,-33.8613891,121.893547
ROAST AND TOAST LUNCH BAR AND CAFE,"9a Andrew St, Esperance WA 6450, Australia",(08) 9076 1238,http://www.sandyhooktavern.com.au/,"cafe,establishment,food,point_of_interest",Esperance,"restaurants,cafes,takeaway food",4.3,45,ChIJ5_g4myRHWyoRDmdoLMp_UJg,-33.86147,121.89291
Out of the Blue Esperance,"81 Pink Lake Rd, Nulsen WA 6450, Australia",(08) 6002 8826,http://www.outoftheblueesperance.com.au/,"establishment,food,meal_takeaway,point_of_interest,restaurant",Esperance,"restaurants,cafes,takeaway food",4.4,204,ChIJZ7UyDHo5WyoRUnXcJ4tCF68,-33.8593584,121.8755801
Cloud Eleven Restaurant,"Shop 24/75/79 Dempster St, Esperance WA 6450, Australia",,http://www.cloudcoffee.com.au/,"establishment,food,point_of_interest,restaurant",Esperance,"restaurants,cafes,takeaway food",4.7,437,ChIJ1TAyndhHWyoRgE7UrEhi8xc,-33.8597224,121.8921131
Yirri Grove,"Myrup WA 6450, Australia",0407 257 255,http://www.yirrigrove.com/,"establishment,food,point_of_interest,restaurant",Esperance,"restaurants,cafes",4.6,124,ChIJ76Zs-QgWWyoREs9TaHHlqqU,-33.7429625,122.0058919
Pizza & Porter,"9B/81 Dempster St, Esperance WA 6450, Australia",0498 682 610,https://www.facebook.com/profile.php?id=61583425225187,"establishment,food,point_of_interest,restaurant",Esperance,"restaurants,cafes,takeaway food",4.8,90,ChIJjyzLBCJHWyoRpcd7rbtpRcg,-33.8603562,121.8919892
